R4:,B23,B14,B24,B12,B2,B0,B21,B19,B17,B20,B5,B1,B15,B4,B6,B7,B10,B3,B9,B8,B13,B22,B16,B18,B11,
R5:,B13,B24,B3,B22,B9,B20,B1,B4,B11,B23,B0,B10,B16,B12,B2,B18,B17,B14,B15,B21,B7,B6,B5,B8,B19,
R6:,B21,B9,B2,B11,B22,B10,B17,B0,B13,B7,B18,B23,B8,B4,B5,B20,B16,B24,B14,B19,B15,B1,B12,B3,B6,
R7:,B3,B14,B20,B6,B11,B0,B4,B9,B21,B12,B8,B10,B22,B7,B5,B18,B19,B2,B1,B17,B15,B24,B23,B13,B16,
R8:,B0,B9,B23,B6,B7,B1,B24,B18,B4,B13,B17,B8,B15,B22,B20,B5,B2,B19,B11,B3,B12,B14,B10,B21,B16,
R9:,B8,B2,B20,B10,B0,B18,B12,B13,B1,B22,B5,B7,B9,B23,B24,B15,B11,B4,B3,B17,B21,B19,B16,B6,B14,
R10:,B2,B19,B15,B12,B4,B8,B20,B14,B5,B11,B24,B17,B9,B18,B10,B0,B21,B1,B7,B23,B6,B3,B13,B22,B16,
R11:,B11,B0,B3,B8,B23,B19,B21,B14,B10,B9,B2,B18,B22,B1,B5,B20,B6,B13,B16,B7,B17,B24,B4,B12,B15,
R12:,B15,B21,B24,B9,B4,B3,B8,B22,B7,B23,B2,B20,B13,B12,B11,B1,B10,B0,B17,B5,B14,B19,B16,B18,B6,
R13:,B10,B5,B3,B4,B14,B1,B13,B7,B15,B9,B2,B16,B23,B21,B20,B8,B12,B0,B11,B22,B24,B17,B18,B19,B6,
R14:,B10,B9,B21,B20,B5,B4,B19,B13,B17,B22,B12,B14,B0,B3,B23,B6,B7,B8,B1,B24,B2,B16,B18,B11,B15,
R15:,B15,B23,B18,B5,B9,B22,B24,B12,B11,B21,B16,B0,B13,B3,B19,B20,B7,B8,B2,B1,B17,B14,B10,B6,B4,
R16:,B9,B13,B0,B12,B16,B5,B4,B2,B22,B18,B23,B8,B14,B15,B24,B20,B21,B10,B1,B7,B17,B3,B6,B19,B11,
R17:,B8,B7,B0,B12,B17,B14,B5,B11,B15,B23,B9,B18,B3,B6,B24,B16,B10,B2,B19,B1,B4,B13,B22,B21,B20,
R18:,B8,B7,B18,B20,B6,B1,B17,B14,B2,B19,B22,B13,B3,B4,B23,B24,B15,B9,B12,B0,B16,B11,B21,B10,B5,
R19:,B15,B1,B12,B4,B6,B21,B24,B22,B11,B10,B7,B20,B17,B13,B8,B9,B16,B2,B5,B14,B0,B18,B3,B19,B23,
R20:,B17,B13,B4,B10,B16,B18,B22,B2,B23,B21,B0,B20,B6,B8,B1,B5,B3,B19,B14,B9,B12,B15,B7,B24,B11,
R21:,B24,B9,B22,B12,B11,B13,B17,B5,B8,B7,B19,B10,B4,B20,B14,B6,B1,B23,B0,B3,B21,B2,B16,B15,B18,
R22:,B6,B15,B20,B21,B3,B9,B19,B2,B4,B1,B7,B24,B14,B16,B5,B0,B10,B12,B23,B17,B22,B18,B8,B11,B13,
R23:,B10,B15,B5,B1,B13,B21,B17,B20,B18,B19,B23,B7,B16,B2,B14,B6,B11,B9,B0,B4,B22,B8,B3,B24,B12,
R24:,B21,B17,B13,B6,B15,B19,B9,B23,B24,B16,B22,B8,B1,B4,B20,B2,B10,B7,B12,B3,B0,B14,B5,B18,B11,
