B18:,R99,R77,R37,R76,R75,R52,R83,R70,R1,R11,R50,R56,R9,R61,R92,R35,R82,R29,R90,R41,R4,R51,R72,R67,R15,R45,R96,R98,R18,R66,R88,R24,R14,R16,R60,R95,R97,R78,R43,R28,R53,R91,R74,R32,R12,R34,R94,R17,R19,R20,R54,R13,R59,R6,R47,R63,R21,R44,R46,R0,R10,R57,R69,R25,R39,R40,R42,R36,R65,R49,R93,R89,R5,R86,R8,R30,R55,R87,R26,R33,R3,R23,R64,R22,R79,R58,R48,R84,R2,R68,R38,R27,R71,R62,R85,R81,R31,R7,R73,R80,
B19:,R76,R61,R60,R11,R54,R42,R25,R73,R70,R93,R85,R50,R28,R92,R96,R89,R15,R14,R31,R59,R23,R8,R84,R57,R63,R17,R38,R65,R86,R94,R62,R29,R99,R16,R64,R97,R3,R87,R22,R30,R98,R68,R77,R72,R20,R47,R21,R81,R48,R5,R95,R36,R27,R78,R4,R80,R66,R24,R44,R39,R71,R91,R40,R45,R52,R79,R41,R19,R56,R12,R67,R74,R10,R0,R26,R53,R9,R46,R37,R90,R33,R7,R18,R69,R49,R34,R32,R51,R35,R75,R82,R58,R2,R83,R43,R13,R6,R1,R55,R88,
B20:,R41,R55,R51,R91,R75,R64,R90,R77,R43,R87,R2,R42,R48,R79,R5,R72,R61,R21,R62,R38,R60,R11,R82,R93,R94,R23,R13,R28,R50,R96,R36,R68,R10,R45,R69,R17,R49,R59,R7,R52,R88,R56,R12,R86,R25,R16,R81,R20,R66,R15,R34,R31,R89,R32,R74,R57,R40,R63,R33,R95,R67,R0,R37,R84,R78,R98,R65,R35,R9,R19,R6,R22,R99,R27,R46,R54,R26,R73,R76,R3,R71,R8,R80,R44,R24,R18,R53,R97,R30,R29,R1,R14,R83,R4,R92,R70,R85,R47,R39,R58,
B21:,R58,R32,R78,R77,R59,R87,R7,R17,R3,R47,R12,R82,R42,R19,R0,R67,R76,R16,R21,R27,R75,R95,R97,R68,R23,R37,R74,R2,R89,R57,R43,R8,R90,R54,R30,R33,R45,R11,R99,R35,R34,R65,R26,R86,R85,R91,R98,R62,R38,R72,R28,R93,R94,R88,R53,R63,R24,R69,R66,R80,R51,R46,R25,R79,R55,R20,R70,R56,R44,R84,R4,R81,R71,R73,R39,R13,R36,R1,R83,R10,R64,R22,R61,R18,R52,R29,R14,R41,R40,R60,R49,R5,R48,R9,R15,R96,R6,R31,R92,R50,
B22:,R96,R43,R55,R17,R42,R46,R77,R21,R23,R51,R19,R79,R12,R9,R93,R76,R34,R71,R86,R57,R2,R38,R60,R11,R49,R48,R15,R52,R83,R59,R90,R67,R89,R72,R84,R73,R75,R1,R18,R31,R65,R0,R29,R88,R58,R70,R69,R62,R40,R32,R53,R94,R92,R27,R54,R63,R80,R78,R36,R33,R81,R35,R45,R37,R44,R41,R85,R14,R13,R22,R74,R3,R98,R56,R6,R47,R20,R66,R24,R50,R26,R87,R4,R64,R82,R97,R7,R91,R5,R25,R28,R95,R8,R10,R61,R99,R16,R68,R30,R39,
B23:,R16,R30,R3,R63,R87,R46,R59,R39,R90,R22,R99,R19,R8,R89,R32,R83,R18,R92,R37,R53,R49,R47,R31,R40,R7,R70,R79,R27,R1,R57,R20,R42,R97,R85,R14,R10,R69,R72,R54,R24,R62,R26,R66,R15,R94,R68,R52,R86,R9,R36,R17,R6,R88,R50,R35,R38,R44,R41,R55,R4,R34,R82,R91,R76,R5,R13,R65,R73,R67,R75,R0,R43,R78,R48,R25,R71,R64,R60,R95,R81,R96,R45,R29,R80,R28,R51,R33,R12,R58,R84,R98,R11,R77,R74,R93,R56,R2,R23,R21,R61,
B24:,R89,R10,R13,R93,R78,R14,R72,R63,R45,R46,R81,R94,R51,R3,R65,R88,R0,R80,R32,R38,R70,R21,R77,R41,R66,R22,R47,R79,R37,R9,R20,R99,R6,R44,R87,R75,R27,R7,R15,R56,R82,R64,R17,R59,R55,R60,R1,R62,R29,R58,R35,R69,R49,R19,R96,R40,R16,R33,R18,R50,R5,R83,R26,R84,R92,R74,R39,R98,R85,R43,R71,R42,R48,R34,R57,R30,R61,R86,R8,R24,R54,R31,R36,R76,R95,R73,R53,R11,R68,R97,R25,R12,R2,R90,R67,R28,R52,R4,R91,R23,
B25:,R27,R92,R52,R69,R22,R24,R16,R14,R29,R87,R51,R64,R75,R53,R15,R58,R28,R6,R90,R79,R99,R10,R35,R83,R18,R57,R40,R43,R38,R63,R95,R46,R48,R84,R8,R44,R33,R1,R60,R70,R25,R97,R20,R66,R61,R34,R2,R7,R13,R88,R31,R68,R49,R65,R82,R86,R98,R41,R67,R74,R50,R85,R11,R56,R62,R78,R47,R12,R72,R94,R59,R80,R9,R81,R71,R3,R30,R37,R0,R54,R77,R4,R91,R39,R5,R96,R93,R17,R45,R42,R36,R76,R73,R19,R89,R21,R32,R23,R55,R26,
B26:,R14,R30,R12,R49,R9,R17,R19,R80,R7,R77,R27,R8,R64,R74,R15,R25,R16,R93,R69,R44,R54,R76,R63,R99,R61,R1,R58,R33,R81,R86,R47,R78,R53,R88,R37,R95,R22,R75,R13,R67,R48,R46,R55,R2,R20,R65,R92,R68,R31,R18,R11,R87,R89,R23,R6,R35,R34,R52,R83,R79,R50,R24,R85,R40,R5,R98,R41,R73,R66,R0,R10,R21,R51,R43,R90,R82,R57,R4,R84,R91,R62,R29,R38,R60,R72,R71,R59,R39,R45,R26,R97,R94,R28,R70,R56,R32,R36,R42,R3,R96,
B27:,R20,R48,R39,R40,R55,R43,R14,R53,R34,R75,R36,R98,R9,R99,R10,R86,R41,R68,R74,R35,R19,R42,R60,R23,R88,R47,R1,R45,R77,R59,R16,R56,R2,R15,R7,R87,R30,R83,R57,R93,R90,R91,R28,R61,R64,R51,R18,R76,R33,R6,R78,R46,R85,R32,R26,R54,R37,R27,R82,R95,R80,R67,R12,R73,R29,R0,R24,R79,R3,R63,R65,R17,R66,R84,R4,R22,R11,R49,R70,R44,R38,R94,R69,R96,R5,R31,R97,R52,R50,R62,R89,R58,R92,R8,R25,R71,R81,R13,R21,R72,
B28:,R37,R74,R25,R70,R27,R14,R32,R3,R80,R58,R36,R40,R43,R60,R1,R33,R49,R89,R81,R2,R92,R94,R21,R99,R16,R45,R76,R26,R17,R7,R84,R77,R53,R87,R78,R54,R34,R82,R52,R23,R48,R69,R96,R12,R79,R67,R75,R42,R15,R0,R65,R44,R46,R22,R29,R10,R38,R31,R90,R50,R57,R97,R19,R20,R91,R66,R86,R6,R41,R47,R55,R93,R95,R62,R88,R72,R4,R71,R39,R64,R85,R63,R30,R51,R5,R56,R98,R83,R28,R68,R61,R8,R73,R18,R9,R11,R35,R13,R24,R59,
B29:,R46,R97,R17,R80,R67,R18,R56,R10,R83,R15,R66,R62,R25,R76,R27,R90,R71,R72,R87,R61,R26,R52,R88,R68,R86,R55,R28,R82,R89,R40,R39,R51,R81,R54,R36,R74,R23,R78,R85,R9,R11,R91,R3,R0,R96,R33,R43,R47,R37,R69,R75,R48,R8,R79,R21,R59,R16,R31,R94,R92,R14,R84,R53,R35,R30,R2,R98,R5,R44,R19,R95,R70,R1,R60,R13,R99,R20,R38,R57,R93,R22,R65,R41,R4,R7,R49,R58,R6,R32,R34,R45,R73,R50,R29,R64,R42,R63,R77,R24,R12,
B30:,R94,R15,R81,R68,R32,R25,R49,R92,R26,R17,R48,R9,R24,R53,R7,R5,R70,R79,R8,R78,R66,R72,R46,R41,R14,R74,R77,R11,R42,R99,R52,R93,R58,R23,R39,R64,R71,R56,R76,R88,R69,R80,R22,R47,R31,R82,R29,R1,R59,R13,R16,R89,R4,R55,R61,R54,R18,R87,R51,R97,R38,R65,R91,R28,R83,R10,R67,R0,R57,R33,R27,R62,R35,R30,R43,R34,R2,R20,R73,R60,R95,R86,R19,R98,R84,R37,R12,R45,R85,R21,R36,R96,R63,R90,R40,R44,R50,R75,R3,R6,
B31:,R76,R77,R81,R85,R88,R99,R25,R92,R52,R39,R68,R91,R56,R20,R66,R44,R0,R58,R13,R15,R26,R10,R55,R40,R78,R51,R75,R41,R65,R5,R30,R83,R8,R61,R70,R1,R87,R28,R80,R6,R49,R89,R82,R72,R45,R69,R94,R7,R73,R9,R12,R90,R53,R35,R36,R67,R62,R37,R24,R22,R3,R42,R18,R57,R23,R17,R86,R21,R38,R47,R46,R27,R50,R29,R64,R32,R97,R4,R59,R34,R98,R54,R96,R95,R93,R31,R48,R84,R79,R63,R2,R60,R11,R33,R19,R43,R14,R16,R71,R74,
B32:,R13,R63,R5,R85,R99,R58,R25,R24,R51,R9,R91,R41,R98,R72,R90,R8,R19,R12,R81,R0,R83,R45,R38,R49,R33,R3,R23,R14,R57,R47,R60,R71,R93,R21,R69,R89,R2,R10,R67,R18,R64,R70,R1,R80,R74,R39,R6,R27,R42,R11,R68,R65,R59,R87,R15,R7,R28,R79,R29,R76,R62,R4,R82,R97,R35,R88,R84,R44,R30,R53,R78,R61,R36,R95,R50,R96,R73,R54,R26,R66,R77,R20,R75,R52,R40,R31,R32,R34,R16,R94,R43,R92,R86,R56,R17,R22,R46,R48,R55,R37,
B33:,R8,R29,R78,R42,R15,R39,R22,R82,R70,R47,R49,R98,R0,R97,R24,R63,R34,R65,R41,R20,R46,R52,R45,R28,R40,R31,R83,R74,R69,R5,R32,R23,R27,R36,R51,R18,R37,R54,R81,R84,R1,R96,R91,R6,R79,R3,R93,R21,R2,R86,R73,R99,R44,R60,R71,R14,R89,R53,R76,R38,R25,R92,R13,R7,R95,R56,R48,R12,R19,R59,R57,R67,R72,R80,R4,R35,R75,R90,R87,R30,R85,R61,R10,R58,R43,R64,R55,R77,R88,R94,R26,R68,R9,R17,R62,R33,R11,R50,R66,R16,
B34:,R19,R82,R37,R74,R70,R13,R10,R4,R24,R53,R85,R94,R68,R99,R47,R83,R18,R2,R49,R36,R6,R29,R32,R57,R12,R65,R97,R67,R26,R62,R31,R58,R44,R60,R41,R64,R51,R27,R21,R45,R63,R77,R30,R8,R72,R86,R91,R50,R9,R22,R34,R76,R98,R95,R93,R90,R88,R69,R66,R55,R5,R35,R33,R46,R3,R78,R43,R15,R73,R52,R25,R48,R16,R89,R40,R75,R14,R80,R59,R61,R39,R20,R38,R54,R87,R1,R23,R28,R81,R96,R92,R79,R11,R84,R71,R56,R17,R42,R7,R0,
B35:,R9,R83,R91,R57,R29,R30,R71,R77,R97,R58,R55,R49,R14,R56,R64,R72,R43,R5,R84,R65,R67,R75,R21,R2,R68,R24,R81,R76,R35,R53,R33,R79,R1,R18,R37,R36,R34,R85,R15,R51,R3,R60,R61,R62,R80,R4,R59,R25,R98,R22,R54,R45,R40,R42,R89,R99,R94,R6,R0,R19,R38,R20,R93,R47,R82,R78,R48,R39,R50,R87,R73,R31,R46,R86,R41,R70,R11,R96,R74,R28,R32,R88,R66,R69,R52,R26,R17,R12,R23,R27,R92,R7,R63,R44,R90,R13,R8,R95,R16,R10,
B36:,R31,R21,R8,R64,R82,R97,R13,R23,R63,R61,R80,R90,R40,R79,R46,R93,R25,R35,R78,R17,R37,R91,R6,R38,R19,R62,R59,R51,R84,R32,R52,R66,R94,R68,R57,R49,R85,R75,R83,R16,R5,R27,R43,R33,R28,R95,R56,R54,R42,R99,R87,R89,R12,R92,R22,R18,R26,R69,R86,R20,R0,R34,R60,R9,R53,R77,R74,R44,R3,R58,R10,R55,R2,R70,R45,R24,R11,R48,R30,R98,R76,R96,R73,R65,R7,R67,R47,R39,R81,R15,R1,R88,R36,R14,R29,R41,R4,R50,R72,R71,
B37:,R61,R10,R71,R27,R64,R9,R16,R33,R58,R48,R94,R19,R0,R85,R50,R31,R45,R78,R47,R49,R96,R15,R97,R72,R12,R79,R76,R92,R11,R52,R80,R3,R40,R62,R22,R63,R5,R38,R53,R25,R59,R67,R26,R91,R73,R81,R82,R37,R60,R14,R4,R98,R32,R51,R56,R54,R70,R42,R88,R7,R1,R99,R74,R35,R90,R2,R8,R44,R29,R87,R84,R24,R77,R17,R23,R34,R66,R28,R6,R13,R39,R46,R43,R57,R68,R93,R75,R89,R36,R18,R86,R95,R30,R83,R69,R20,R65,R41,R21,R55,
B38:,R58,R18,R37,R57,R5,R38,R42,R79,R32,R36,R91,R92,R13,R60,R56,R19,R8,R47,R55,R20,R85,R71,R77,R84,R25,R99,R82,R74,R76,R16,R64,R31,R51,R1,R63,R61,R9,R62,R66,R24,R68,R59,R4,R26,R80,R54,R89,R23,R17,R27,R50,R28,R97,R21,R67,R48,R73,R43,R98,R90,R44,R83,R96,R29,R6,R86,R39,R0,R65,R88,R7,R40,R10,R52,R3,R2,R69,R81,R94,R34,R93,R46,R12,R11,R95,R30,R15,R41,R70,R45,R75,R72,R78,R33,R49,R53,R87,R14,R35,R22,
B39:,R76,R3,R41,R19,R5,R91,R27,R73,R58,R8,R51,R17,R78,R35,R9,R63,R64,R71,R80,R69,R52,R98,R67,R20,R50,R95,R81,R53,R25,R94,R75,R88,R96,R1,R79,R92,R6,R45,R12,R4,R31,R11,R97,R77,R59,R93,R18,R26,R33,R14,R56,R74,R29,R66,R83,R40,R90,R54,R82,R57,R10,R89,R65,R72,R85,R7,R48,R55,R21,R42,R15,R38,R86,R13,R62,R60,R30,R22,R43,R32,R34,R49,R39,R84,R70,R16,R23,R24,R36,R28,R87,R61,R68,R2,R0,R37,R47,R99,R46,R44,
B40:,R68,R60,R61,R22,R70,R51,R28,R69,R48,R54,R33,R1,R71,R39,R64,R6,R7,R95,R15,R47,R63,R66,R34,R37,R32,R90,R27,R88,R73,R31,R44,R21,R65,R76,R11,R99,R53,R40,R43,R98,R24,R26,R10,R92,R74,R86,R78,R57,R42,R91,R97,R52,R46,R55,R16,R75,R81,R30,R0,R25,R41,R96,R12,R84,R80,R9,R67,R58,R87,R49,R18,R19,R14,R59,R72,R82,R89,R79,R8,R20,R23,R45,R29,R2,R77,R38,R4,R5,R62,R83,R35,R17,R36,R56,R3,R93,R94,R13,R85,R50,
B41:,R84,R98,R91,R93,R30,R7,R58,R69,R62,R50,R27,R26,R80,R86,R21,R2,R53,R99,R87,R16,R63,R70,R85,R44,R17,R0,R89,R47,R46,R72,R24,R8,R41,R29,R92,R1,R48,R61,R71,R39,R96,R56,R60,R65,R67,R34,R19,R32,R43,R3,R79,R15,R36,R81,R77,R75,R20,R4,R23,R73,R11,R18,R74,R38,R66,R90,R6,R52,R97,R31,R14,R9,R28,R22,R12,R64,R5,R78,R57,R40,R37,R76,R35,R51,R68,R13,R54,R33,R42,R82,R49,R88,R94,R55,R59,R10,R25,R83,R45,R95,
B42:,R18,R6,R75,R62,R69,R47,R58,R67,R57,R79,R73,R76,R35,R50,R93,R20,R3,R12,R71,R77,R84,R1,R56,R65,R63,R13,R53,R51,R42,R85,R95,R14,R72,R88,R60,R61,R10,R70,R87,R82,R59,R66,R4,R26,R74,R78,R83,R37,R33,R34,R81,R49,R41,R8,R98,R39,R54,R32,R16,R31,R89,R94,R21,R27,R52,R2,R29,R5,R91,R45,R30,R64,R7,R96,R22,R23,R9,R19,R44,R28,R92,R25,R36,R11,R97,R15,R43,R99,R80,R40,R86,R68,R0,R38,R90,R46,R55,R17,R48,R24,
B43:,R56,R44,R10,R86,R55,R41,R21,R69,R53,R90,R99,R81,R88,R1,R87,R76,R60,R26,R20,R25,R96,R11,R72,R51,R33,R57,R13,R37,R5,R68,R83,R52,R40,R98,R22,R47,R49,R71,R27,R77,R32,R80,R38,R64,R63,R0,R61,R93,R75,R28,R42,R73,R19,R6,R29,R74,R67,R7,R3,R16,R97,R89,R79,R8,R65,R14,R35,R92,R95,R91,R31,R36,R66,R50,R70,R48,R43,R34,R78,R82,R58,R45,R84,R85,R94,R12,R54,R9,R24,R59,R17,R39,R46,R23,R15,R4,R18,R30,R2,R62,
B44:,R91,R3,R72,R95,R82,R83,R25,R17,R24,R55,R88,R96,R68,R34,R0,R80,R43,R65,R77,R41,R86,R48,R21,R74,R42,R69,R76,R46,R40,R23,R52,R92,R4,R6,R16,R64,R11,R63,R14,R99,R38,R89,R22,R7,R36,R35,R27,R85,R93,R53,R94,R75,R56,R84,R67,R45,R60,R15,R13,R49,R29,R98,R44,R54,R73,R61,R79,R31,R10,R32,R37,R97,R47,R9,R5,R70,R26,R51,R90,R50,R2,R1,R62,R30,R81,R87,R71,R57,R19,R59,R20,R39,R12,R18,R78,R8,R66,R28,R33,R58,
